iteration,average_price_usd_per_lb,terminal_price_usd_per_lb,price_path_std_usd_per_lb,grade_factor,average_recovery,recovery_std,npv_usd,scenario_id,scenario_name,valuation_basis
8796,4.74923,4.49341,0.64777,1.00671,0.85124,0.01826,3905161536.1965,mc_base,Monte Carlo Base,total_project_expanded_operation
8797,4.0219,3.3789,0.84608,0.95119,0.84288,0.02175,-1690688029.47155,mc_base,Monte Carlo Base,total_project_expanded_operation
8798,4.28507,4.10587,0.50727,0.98127,0.83731,0.02072,718519709.91534,mc_base,Monte Carlo Base,total_project_expanded_operation
8799,4.36911,5.18215,0.61456,0.97519,0.84142,0.02231,678699583.15234,mc_base,Monte Carlo Base,total_project_expanded_operation
8800,4.61335,5.73278,1.42236,0.85933,0.84475,0.02035,-2933983996.20734,mc_base,Monte Carlo Base,total_project_expanded_operation
8801,3.87038,4.11821,0.87209,1.02597,0.84298,0.0243,-2053894312.40976,mc_base,Monte Carlo Base,total_project_expanded_operation
8802,4.98936,6.2547,1.17662,1.06138,0.84575,0.01939,4352975008.14626,mc_base,Monte Carlo Base,total_project_expanded_operation
8803,5.54255,8.18496,1.22739,1.10678,0.84541,0.01715,8385890692.22935,mc_base,Monte Carlo Base,total_project_expanded_operation
8804,3.97036,4.4548,0.61125,1.09043,0.84063,0.02017,953514394.1155,mc_base,Monte Carlo Base,total_project_expanded_operation
8805,4.41363,5.51798,0.72098,0.9296,0.83711,0.02717,54510953.42514,mc_base,Monte Carlo Base,total_project_expanded_operation
8806,4.97982,4.39168,0.72898,1.11669,0.84238,0.01419,8490830818.69953,mc_base,Monte Carlo Base,total_project_expanded_operation
8807,5.21318,5.82222,1.29016,1.13984,0.83747,0.02047,7601409066.60477,mc_base,Monte Carlo Base,total_project_expanded_operation
8808,5.06166,5.81243,0.77791,0.90494,0.84962,0.02538,2759070749.37164,mc_base,Monte Carlo Base,total_project_expanded_operation
8809,4.11659,6.79122,1.38424,0.85939,0.8401,0.02463,-4924906897.95431,mc_base,Monte Carlo Base,total_project_expanded_operation
8810,4.43927,5.84778,1.02724,1.04,0.84162,0.02031,1488461312.25084,mc_base,Monte Carlo Base,total_project_expanded_operation
8811,4.92419,4.02762,1.14002,0.91775,0.84755,0.01826,845618810.4366,mc_base,Monte Carlo Base,total_project_expanded_operation
8812,4.47089,4.44728,0.75578,1.08722,0.83333,0.01801,4945549231.60883,mc_base,Monte Carlo Base,total_project_expanded_operation
8813,5.38011,6.47632,1.47775,1.09502,0.8378,0.02263,6952983855.26667,mc_base,Monte Carlo Base,total_project_expanded_operation
8814,4.42553,3.57769,0.68832,0.91681,0.84934,0.01525,37770112.80571,mc_base,Monte Carlo Base,total_project_expanded_operation
8815,3.98775,4.87811,0.80894,1.05129,0.8316,0.01767,214216047.21992,mc_base,Monte Carlo Base,total_project_expanded_operation
8816,3.87523,5.24723,0.5001,0.89804,0.85082,0.01859,-3625441450.56063,mc_base,Monte Carlo Base,total_project_expanded_operation
8817,4.81,5.56766,0.75525,1.10272,0.84236,0.02782,6843177183.0943,mc_base,Monte Carlo Base,total_project_expanded_operation
8818,4.90084,5.25568,1.39546,0.88209,0.83354,0.02307,-1906801163.43808,mc_base,Monte Carlo Base,total_project_expanded_operation
8819,4.08399,4.39589,0.90597,0.90606,0.84113,0.01884,-3898023743.71628,mc_base,Monte Carlo Base,total_project_expanded_operation
8820,4.37129,6.24074,1.6677,0.85852,0.83926,0.0217,-6191884735.7697,mc_base,Monte Carlo Base,total_project_expanded_operation
8821,4.49159,4.02618,0.88703,1.08236,0.84698,0.0255,3827984181.87864,mc_base,Monte Carlo Base,total_project_expanded_operation
8822,3.98256,4.0449,0.64652,0.97372,0.83293,0.02176,-1563022092.68679,mc_base,Monte Carlo Base,total_project_expanded_operation
8823,4.35586,4.13819,1.05593,0.8822,0.84946,0.01857,-7933651.35232,mc_base,Monte Carlo Base,total_project_expanded_operation
8824,4.18282,6.46994,0.86622,0.93049,0.83029,0.02333,-2644012726.7041,mc_base,Monte Carlo Base,total_project_expanded_operation
8825,5.04223,3.59952,0.90169,0.98249,0.84511,0.01828,4867173806.6038,mc_base,Monte Carlo Base,total_project_expanded_operation
8826,4.15924,5.76516,0.91444,0.8573,0.84536,0.01804,-4549148641.74793,mc_base,Monte Carlo Base,total_project_expanded_operation
8827,4.88208,5.95728,0.89035,1.00728,0.83672,0.01904,4036504627.63611,mc_base,Monte Carlo Base,total_project_expanded_operation
8828,3.76891,5.36146,0.82902,0.96641,0.83951,0.01851,-2327833161.09131,mc_base,Monte Carlo Base,total_project_expanded_operation
8829,4.38599,7.67921,1.18952,1.06182,0.83746,0.0215,1673391990.00995,mc_base,Monte Carlo Base,total_project_expanded_operation
8830,5.82651,4.7904,1.18905,0.92801,0.84623,0.01988,5435991028.30213,mc_base,Monte Carlo Base,total_project_expanded_operation
8831,4.50069,7.25554,1.70123,0.90723,0.84926,0.01978,-3461602377.33874,mc_base,Monte Carlo Base,total_project_expanded_operation
8832,4.15159,4.66399,0.63669,0.99427,0.84082,0.01998,377095771.18354,mc_base,Monte Carlo Base,total_project_expanded_operation
8833,3.71174,4.80681,0.56983,0.90146,0.84487,0.02027,-4939024975.02881,mc_base,Monte Carlo Base,total_project_expanded_operation
8834,4.85334,4.40716,0.74343,0.85655,0.84248,0.02352,-45401901.43453,mc_base,Monte Carlo Base,total_project_expanded_operation
8835,4.33305,5.98226,1.04474,0.97525,0.83334,0.02395,-1458163913.87008,mc_base,Monte Carlo Base,total_project_expanded_operation
8836,4.33287,6.87108,1.24584,1.01505,0.837,0.02226,-1709894888.14542,mc_base,Monte Carlo Base,total_project_expanded_operation
8837,4.34732,3.62435,0.69827,0.9821,0.84613,0.01948,1152194564.95796,mc_base,Monte Carlo Base,total_project_expanded_operation
8838,3.59137,5.01716,0.55999,1.11892,0.84066,0.01726,-602031766.76747,mc_base,Monte Carlo Base,total_project_expanded_operation
8839,3.91609,4.84023,0.70489,0.90978,0.84283,0.02541,-3496050629.72419,mc_base,Monte Carlo Base,total_project_expanded_operation
8840,4.93541,5.06926,0.80853,1.03958,0.83877,0.02301,6312482899.95973,mc_base,Monte Carlo Base,total_project_expanded_operation
8841,4.7367,6.39455,1.0121,1.0499,0.84465,0.02206,2896677435.03984,mc_base,Monte Carlo Base,total_project_expanded_operation
8842,5.31416,5.77645,1.83551,0.8971,0.85266,0.02683,680843448.56461,mc_base,Monte Carlo Base,total_project_expanded_operation
8843,4.67633,6.89714,1.00279,0.92188,0.85425,0.0236,228865026.81555,mc_base,Monte Carlo Base,total_project_expanded_operation
8844,5.01015,7.21353,1.01409,1.0419,0.84399,0.0236,5914417063.0605,mc_base,Monte Carlo Base,total_project_expanded_operation
8845,4.88692,4.64293,0.65123,1.06043,0.85035,0.02468,6532665402.75192,mc_base,Monte Carlo Base,total_project_expanded_operation
8846,4.92358,6.38259,1.02308,0.97033,0.83927,0.02467,3002894142.61242,mc_base,Monte Carlo Base,total_project_expanded_operation
8847,5.09585,5.99721,1.47228,1.02954,0.8509,0.01821,4046161690.2484,mc_base,Monte Carlo Base,total_project_expanded_operation
8848,4.49622,4.9743,1.37726,0.91276,0.84969,0.01788,-1507614907.93797,mc_base,Monte Carlo Base,total_project_expanded_operation
8849,4.73125,4.36889,0.65137,1.02662,0.84163,0.02345,3271616006.80049,mc_base,Monte Carlo Base,total_project_expanded_operation
8850,4.4715,3.85278,0.94213,0.98865,0.83202,0.02842,1545217143.12155,mc_base,Monte Carlo Base,total_project_expanded_operation
8851,4.68108,6.38859,0.95457,0.91472,0.84289,0.01755,1080196885.21402,mc_base,Monte Carlo Base,total_project_expanded_operation
8852,4.49909,5.47746,1.05917,1.06797,0.85691,0.02289,2883264191.89498,mc_base,Monte Carlo Base,total_project_expanded_operation
8853,5.00521,6.33753,1.58014,1.05137,0.8368,0.02205,2993588696.44186,mc_base,Monte Carlo Base,total_project_expanded_operation
8854,4.35837,5.09031,0.86207,0.92478,0.83952,0.02466,-944487309.53438,mc_base,Monte Carlo Base,total_project_expanded_operation
8855,4.97639,4.99312,0.92139,1.02776,0.83395,0.01681,4731118738.76802,mc_base,Monte Carlo Base,total_project_expanded_operation
8856,3.94067,4.56343,1.02659,1.02663,0.84436,0.01449,-2532800742.14191,mc_base,Monte Carlo Base,total_project_expanded_operation
8857,3.95485,5.94609,0.90523,1.04768,0.84708,0.02476,-1367813403.62058,mc_base,Monte Carlo Base,total_project_expanded_operation
8858,4.50513,5.02761,0.70887,0.96897,0.84001,0.0255,823585449.56152,mc_base,Monte Carlo Base,total_project_expanded_operation
8859,4.63493,5.81881,0.95649,0.88331,0.84209,0.01515,-967576022.17183,mc_base,Monte Carlo Base,total_project_expanded_operation
8860,4.60655,3.75167,0.92667,0.99519,0.83527,0.0219,2472123606.87123,mc_base,Monte Carlo Base,total_project_expanded_operation
8861,4.14327,4.2576,0.84381,0.96628,0.85192,0.01687,68168460.67453,mc_base,Monte Carlo Base,total_project_expanded_operation
8862,4.88015,6.0655,0.96112,1.05787,0.8398,0.01725,4820652263.02292,mc_base,Monte Carlo Base,total_project_expanded_operation
8863,4.199,5.54105,0.72,0.99784,0.83967,0.01785,80270745.96759,mc_base,Monte Carlo Base,total_project_expanded_operation
8864,3.63485,3.3527,0.856,1.12916,0.83574,0.02162,-1415598083.01919,mc_base,Monte Carlo Base,total_project_expanded_operation
8865,4.98324,4.12478,1.26909,1.04058,0.84199,0.02123,8257590610.1582,mc_base,Monte Carlo Base,total_project_expanded_operation
8866,4.81299,4.64776,1.11154,1.12154,0.84768,0.01719,6060526798.4996,mc_base,Monte Carlo Base,total_project_expanded_operation
8867,4.37172,4.62583,0.47715,0.98028,0.84284,0.02676,1698378606.08043,mc_base,Monte Carlo Base,total_project_expanded_operation
8868,4.91174,7.06753,1.5662,0.96793,0.83768,0.02639,1135528680.66129,mc_base,Monte Carlo Base,total_project_expanded_operation
8869,3.98285,4.40187,0.63959,1.11499,0.84281,0.02306,887500691.96625,mc_base,Monte Carlo Base,total_project_expanded_operation
8870,3.49605,3.46501,0.46089,0.9103,0.84127,0.02859,-6004056155.46746,mc_base,Monte Carlo Base,total_project_expanded_operation
8871,5.43856,4.86069,0.92153,1.12791,0.84298,0.01403,10405381298.19971,mc_base,Monte Carlo Base,total_project_expanded_operation
8872,4.17013,3.39723,0.78405,0.90358,0.84145,0.02477,-434488497.72467,mc_base,Monte Carlo Base,total_project_expanded_operation
8873,6.00546,4.38251,2.30426,0.8736,0.85541,0.02192,3711493747.39091,mc_base,Monte Carlo Base,total_project_expanded_operation
8874,4.1364,4.8249,0.69251,0.94581,0.82643,0.01947,-2044118701.26322,mc_base,Monte Carlo Base,total_project_expanded_operation
8875,4.34438,4.9001,0.66316,0.96215,0.83771,0.02577,788345912.82383,mc_base,Monte Carlo Base,total_project_expanded_operation
8876,4.38591,5.24332,0.71241,0.97443,0.84947,0.02379,311483029.48058,mc_base,Monte Carlo Base,total_project_expanded_operation
8877,4.68602,6.22416,0.88924,0.92141,0.8383,0.02816,340938522.39425,mc_base,Monte Carlo Base,total_project_expanded_operation
8878,4.42536,6.04879,1.03876,1.06713,0.83677,0.02462,2338107165.39769,mc_base,Monte Carlo Base,total_project_expanded_operation
8879,3.71947,4.79324,0.63547,1.0402,0.84085,0.01967,-1399264935.84938,mc_base,Monte Carlo Base,total_project_expanded_operation
8880,4.7923,7.57852,1.04454,0.93021,0.84165,0.01821,949819766.66957,mc_base,Monte Carlo Base,total_project_expanded_operation
8881,4.70786,6.40454,1.08457,0.95386,0.84287,0.02286,365547261.77474,mc_base,Monte Carlo Base,total_project_expanded_operation
8882,4.46064,6.15722,1.17081,0.98892,0.8358,0.01789,508556058.6659,mc_base,Monte Carlo Base,total_project_expanded_operation
8883,4.74771,5.66633,0.9705,1.02149,0.83888,0.02215,2179297113.12396,mc_base,Monte Carlo Base,total_project_expanded_operation
8884,4.34686,3.53765,0.89269,0.8936,0.84519,0.0226,-626403060.68917,mc_base,Monte Carlo Base,total_project_expanded_operation
8885,4.53072,4.4576,0.88356,0.91274,0.82879,0.02315,-774718054.42573,mc_base,Monte Carlo Base,total_project_expanded_operation
8886,4.79359,4.18079,0.98204,1.04714,0.84046,0.02625,5405277053.34723,mc_base,Monte Carlo Base,total_project_expanded_operation
8887,5.58908,8.02628,1.56759,0.98529,0.83664,0.01649,5200657357.14041,mc_base,Monte Carlo Base,total_project_expanded_operation
8888,4.42137,4.51043,0.62578,1.03904,0.83913,0.02294,1921439579.08694,mc_base,Monte Carlo Base,total_project_expanded_operation
8889,4.44268,5.53717,0.7657,1.11539,0.83348,0.01933,4441121439.24608,mc_base,Monte Carlo Base,total_project_expanded_operation
8890,4.16883,6.12161,1.06222,0.94013,0.83637,0.01773,-3012069371.36526,mc_base,Monte Carlo Base,total_project_expanded_operation
8891,4.62136,4.83361,1.39634,1.12254,0.85028,0.01939,4804357448.50415,mc_base,Monte Carlo Base,total_project_expanded_operation
8892,4.19886,4.90453,0.74437,0.8801,0.85024,0.0224,-2389977425.28283,mc_base,Monte Carlo Base,total_project_expanded_operation
8893,4.27407,5.86971,0.98789,1.06293,0.82851,0.0185,-196184400.17287,mc_base,Monte Carlo Base,total_project_expanded_operation
8894,4.161,2.69851,0.9928,1.00276,0.83632,0.02376,91587486.59149,mc_base,Monte Carlo Base,total_project_expanded_operation
8895,5.28399,5.67686,0.99546,1.08493,0.84112,0.02547,7277218238.60457,mc_base,Monte Carlo Base,total_project_expanded_operation
8896,4.79389,5.24939,0.74928,0.92358,0.8379,0.02443,1870371696.50168,mc_base,Monte Carlo Base,total_project_expanded_operation
8897,6.20964,5.48685,1.18404,1.06097,0.83585,0.02182,12266619538.31509,mc_base,Monte Carlo Base,total_project_expanded_operation
8898,4.4718,3.82957,0.66793,1.12105,0.8451,0.01544,6282276616.92965,mc_base,Monte Carlo Base,total_project_expanded_operation
8899,5.30804,5.3472,1.43303,1.0546,0.84657,0.02305,6424932624.86684,mc_base,Monte Carlo Base,total_project_expanded_operation
8900,4.43931,4.58829,0.93922,0.99559,0.84484,0.02655,-58202132.1188,mc_base,Monte Carlo Base,total_project_expanded_operation
8901,4.70253,3.17727,1.4105,0.94484,0.83487,0.02331,3185342218.25668,mc_base,Monte Carlo Base,total_project_expanded_operation
8902,4.92074,4.52269,1.09201,0.9807,0.84233,0.02083,2167951232.74709,mc_base,Monte Carlo Base,total_project_expanded_operation
8903,4.02664,3.31294,0.74024,1.09239,0.83569,0.01754,1017660287.77611,mc_base,Monte Carlo Base,total_project_expanded_operation
8904,4.95323,7.06599,0.87663,1.08712,0.83666,0.01885,5011390532.44465,mc_base,Monte Carlo Base,total_project_expanded_operation
8905,5.34624,3.96013,0.92853,0.96548,0.85012,0.01617,6899032040.70995,mc_base,Monte Carlo Base,total_project_expanded_operation
8906,4.43706,3.50913,0.89991,0.98679,0.8407,0.01778,457247043.49261,mc_base,Monte Carlo Base,total_project_expanded_operation
8907,4.61344,6.14912,0.73581,1.01968,0.84175,0.02806,2172438521.262,mc_base,Monte Carlo Base,total_project_expanded_operation
8908,3.89584,6.5783,1.08945,1.127,0.83905,0.02615,-699243827.99341,mc_base,Monte Carlo Base,total_project_expanded_operation
8909,5.33813,8.38571,1.81536,0.90847,0.83561,0.01865,865901365.62458,mc_base,Monte Carlo Base,total_project_expanded_operation
8910,4.58363,5.37426,1.10978,0.90491,0.8364,0.02386,-1927105725.04561,mc_base,Monte Carlo Base,total_project_expanded_operation
8911,4.67733,5.23385,1.34154,1.09823,0.84121,0.02019,6483273652.00121,mc_base,Monte Carlo Base,total_project_expanded_operation
8912,4.70471,4.6657,1.39779,1.01819,0.8531,0.01969,1566426233.18872,mc_base,Monte Carlo Base,total_project_expanded_operation
8913,4.53914,5.8085,0.94287,1.10084,0.84299,0.02258,2677816655.82989,mc_base,Monte Carlo Base,total_project_expanded_operation
8914,3.93499,4.37171,0.50226,1.12772,0.84211,0.02314,2150368388.19725,mc_base,Monte Carlo Base,total_project_expanded_operation
8915,3.58149,3.37279,0.8827,1.03539,0.84577,0.02125,-1834125650.61751,mc_base,Monte Carlo Base,total_project_expanded_operation
8916,4.10054,3.71338,0.49826,0.87092,0.84249,0.02103,-3077944188.37739,mc_base,Monte Carlo Base,total_project_expanded_operation
8917,4.47603,4.93667,0.92741,0.89977,0.85033,0.01863,870039852.54486,mc_base,Monte Carlo Base,total_project_expanded_operation
8918,4.44855,3.66223,0.67204,1.08043,0.85143,0.02211,4040275193.7202,mc_base,Monte Carlo Base,total_project_expanded_operation
8919,4.90143,4.70868,1.02817,1.08304,0.8593,0.02198,5975140057.3681,mc_base,Monte Carlo Base,total_project_expanded_operation
8920,4.28177,4.87843,1.12446,0.92239,0.82874,0.01932,-3108968338.85818,mc_base,Monte Carlo Base,total_project_expanded_operation
8921,4.50553,4.17924,0.72933,1.04935,0.84367,0.01823,2565090026.39102,mc_base,Monte Carlo Base,total_project_expanded_operation
8922,4.11656,6.60397,0.97461,1.06604,0.85052,0.01927,490977636.98699,mc_base,Monte Carlo Base,total_project_expanded_operation
8923,4.69333,5.21704,0.62546,0.88731,0.84712,0.02017,530767166.25908,mc_base,Monte Carlo Base,total_project_expanded_operation
8924,4.02223,4.73353,0.68567,0.85447,0.82827,0.02127,-4741819022.96675,mc_base,Monte Carlo Base,total_project_expanded_operation
8925,4.33981,5.63314,0.70816,0.88111,0.85295,0.01949,-2185061096.03226,mc_base,Monte Carlo Base,total_project_expanded_operation
8926,4.78415,7.45598,1.01175,1.03562,0.84209,0.0202,3035927521.0307,mc_base,Monte Carlo Base,total_project_expanded_operation
8927,4.53729,3.82287,0.73374,0.94602,0.84292,0.02211,845416918.637,mc_base,Monte Carlo Base,total_project_expanded_operation
8928,3.74201,5.76578,0.76662,1.03116,0.83474,0.02833,-2715783903.25762,mc_base,Monte Carlo Base,total_project_expanded_operation
8929,4.94157,5.79403,1.13365,1.01643,0.8384,0.01711,3546927771.39575,mc_base,Monte Carlo Base,total_project_expanded_operation
8930,4.2376,6.35605,0.96455,0.9691,0.8551,0.01581,-1086086359.26374,mc_base,Monte Carlo Base,total_project_expanded_operation
8931,4.01672,6.09153,0.73591,1.10233,0.84137,0.02262,1301346111.60648,mc_base,Monte Carlo Base,total_project_expanded_operation
8932,5.71861,10.1326,1.94502,0.97217,0.83682,0.02516,4579711628.11382,mc_base,Monte Carlo Base,total_project_expanded_operation
8933,4.96834,6.39426,1.11602,0.958,0.84577,0.02234,1522258649.14952,mc_base,Monte Carlo Base,total_project_expanded_operation
8934,4.71676,5.74628,0.67889,0.89883,0.84464,0.01699,837158034.55695,mc_base,Monte Carlo Base,total_project_expanded_operation
8935,4.8447,5.15803,0.73472,1.06235,0.8375,0.01773,5991956639.86042,mc_base,Monte Carlo Base,total_project_expanded_operation
8936,4.40398,4.8693,0.81322,0.96659,0.85189,0.01577,913911015.71241,mc_base,Monte Carlo Base,total_project_expanded_operation
8937,4.45703,6.16355,0.86228,1.11416,0.84361,0.02221,3388134713.673,mc_base,Monte Carlo Base,total_project_expanded_operation
8938,4.45521,4.11412,0.75449,0.97444,0.84169,0.01879,1651482630.29901,mc_base,Monte Carlo Base,total_project_expanded_operation
8939,5.53545,7.35843,0.96531,0.91862,0.83297,0.01981,4547996191.26201,mc_base,Monte Carlo Base,total_project_expanded_operation
8940,3.48053,3.4152,0.65717,1.02702,0.83314,0.01758,-4256301820.8804,mc_base,Monte Carlo Base,total_project_expanded_operation
8941,4.64877,7.23223,1.12308,1.03079,0.8361,0.02012,1422848897.50445,mc_base,Monte Carlo Base,total_project_expanded_operation
8942,3.51607,5.63177,0.97817,0.99867,0.84176,0.02301,-4978330963.42114,mc_base,Monte Carlo Base,total_project_expanded_operation
8943,4.58683,4.10838,0.7743,1.03233,0.83917,0.02111,3976015142.80444,mc_base,Monte Carlo Base,total_project_expanded_operation
8944,5.66525,4.45691,0.76905,1.08838,0.84594,0.02139,10979114074.95571,mc_base,Monte Carlo Base,total_project_expanded_operation
8945,5.06574,4.91615,1.29568,0.89364,0.85516,0.02519,609515519.44966,mc_base,Monte Carlo Base,total_project_expanded_operation
8946,4.6623,7.502,1.58157,0.98132,0.84002,0.01659,347008566.10117,mc_base,Monte Carlo Base,total_project_expanded_operation
8947,4.61752,7.47306,1.40926,1.14232,0.84857,0.0226,2713848861.31669,mc_base,Monte Carlo Base,total_project_expanded_operation
8948,4.42668,4.12023,0.90941,0.99265,0.84704,0.02159,883926426.13818,mc_base,Monte Carlo Base,total_project_expanded_operation
8949,4.25114,6.13016,0.80031,0.94548,0.84748,0.02038,-1477771755.4979,mc_base,Monte Carlo Base,total_project_expanded_operation
8950,5.37613,6.20983,1.71637,0.94896,0.84036,0.026,2311515244.53665,mc_base,Monte Carlo Base,total_project_expanded_operation
8951,4.34298,6.38444,0.93391,1.01769,0.8356,0.01919,999204144.38392,mc_base,Monte Carlo Base,total_project_expanded_operation
8952,4.27732,5.76515,0.69655,0.99454,0.84569,0.02145,271065658.23606,mc_base,Monte Carlo Base,total_project_expanded_operation
8953,4.4367,5.84638,1.26064,0.98002,0.84375,0.01392,63209928.21999,mc_base,Monte Carlo Base,total_project_expanded_operation
8954,5.1566,5.62341,1.04209,1.001,0.84713,0.0239,3969299172.3753,mc_base,Monte Carlo Base,total_project_expanded_operation
8955,4.19122,5.84762,0.72742,0.97202,0.83969,0.02365,-146868062.13402,mc_base,Monte Carlo Base,total_project_expanded_operation
8956,4.98753,5.82285,1.37694,1.04786,0.84108,0.02621,3653909288.81935,mc_base,Monte Carlo Base,total_project_expanded_operation
8957,4.97251,5.03836,1.31462,0.91476,0.84777,0.01836,1013359962.67304,mc_base,Monte Carlo Base,total_project_expanded_operation
8958,4.636,4.49365,0.6834,0.93937,0.84,0.02599,2094559528.04,mc_base,Monte Carlo Base,total_project_expanded_operation
8959,4.32273,5.05228,1.03418,1.0706,0.85095,0.02106,1723663582.32296,mc_base,Monte Carlo Base,total_project_expanded_operation
8960,4.47794,5.2108,0.78927,1.01769,0.83762,0.01911,1648857662.71215,mc_base,Monte Carlo Base,total_project_expanded_operation
8961,4.39045,6.33898,0.82918,0.99285,0.84954,0.02158,1413977564.23382,mc_base,Monte Carlo Base,total_project_expanded_operation
8962,5.28041,5.03107,1.0951,1.14819,0.8329,0.02792,7704131391.18884,mc_base,Monte Carlo Base,total_project_expanded_operation
8963,4.84718,5.0632,0.80874,0.98259,0.84205,0.01319,3002213714.38732,mc_base,Monte Carlo Base,total_project_expanded_operation
8964,4.8096,3.82908,0.90709,1.11811,0.84515,0.01993,6300688046.0227,mc_base,Monte Carlo Base,total_project_expanded_operation
8965,4.61782,5.0659,0.70953,0.97138,0.83967,0.02993,2312254758.11798,mc_base,Monte Carlo Base,total_project_expanded_operation
8966,4.52179,6.54733,0.85773,1.12909,0.84556,0.01669,5173647984.999,mc_base,Monte Carlo Base,total_project_expanded_operation
8967,4.11307,5.38415,1.06343,0.85121,0.84736,0.01338,-3537863070.04373,mc_base,Monte Carlo Base,total_project_expanded_operation
8968,4.19789,3.42313,0.82468,1.14856,0.83975,0.02334,3048194137.03073,mc_base,Monte Carlo Base,total_project_expanded_operation
8969,4.27061,4.51299,0.52502,0.88604,0.83898,0.02583,-1667432589.09251,mc_base,Monte Carlo Base,total_project_expanded_operation
8970,4.23897,4.80157,0.77621,1.14242,0.83512,0.02347,2353893279.67972,mc_base,Monte Carlo Base,total_project_expanded_operation
8971,4.39365,4.21696,0.86843,0.99905,0.83967,0.0215,726819348.9215,mc_base,Monte Carlo Base,total_project_expanded_operation
8972,4.15502,4.66791,0.86055,1.14299,0.83972,0.01522,2694537045.24142,mc_base,Monte Carlo Base,total_project_expanded_operation
8973,4.64234,5.3945,0.81577,0.86224,0.8441,0.0218,-1668778294.77662,mc_base,Monte Carlo Base,total_project_expanded_operation
8974,4.68735,5.57552,1.19966,1.02707,0.85052,0.0241,1623657545.47765,mc_base,Monte Carlo Base,total_project_expanded_operation
8975,3.73119,3.57539,0.62057,0.88045,0.84302,0.02537,-5275751486.38208,mc_base,Monte Carlo Base,total_project_expanded_operation
8976,4.68435,5.77238,0.97907,1.11546,0.84785,0.02781,5134664177.54346,mc_base,Monte Carlo Base,total_project_expanded_operation
8977,4.50164,6.43024,1.27668,0.87614,0.84685,0.01833,-2643273407.11916,mc_base,Monte Carlo Base,total_project_expanded_operation
8978,5.17832,5.91001,1.18404,0.9331,0.84532,0.02405,3128745237.99192,mc_base,Monte Carlo Base,total_project_expanded_operation
8979,4.27609,4.82842,0.94717,0.93885,0.84142,0.01931,-2308311855.38017,mc_base,Monte Carlo Base,total_project_expanded_operation
8980,4.56417,5.54853,0.79127,0.90524,0.8462,0.01952,-618100138.68341,mc_base,Monte Carlo Base,total_project_expanded_operation
8981,5.92579,6.32087,1.66646,0.88677,0.83683,0.02084,3227877925.41103,mc_base,Monte Carlo Base,total_project_expanded_operation
8982,4.48265,5.88461,0.90667,0.97322,0.84416,0.02967,1096309985.80425,mc_base,Monte Carlo Base,total_project_expanded_operation
8983,4.21604,5.12341,0.95639,1.12142,0.84194,0.02746,1782675488.81859,mc_base,Monte Carlo Base,total_project_expanded_operation
8984,4.22736,4.25013,1.12032,0.98,0.8399,0.02728,-1840684720.16381,mc_base,Monte Carlo Base,total_project_expanded_operation
8985,4.88774,6.17561,1.15906,1.06675,0.8493,0.01884,3895795093.67426,mc_base,Monte Carlo Base,total_project_expanded_operation
8986,4.64411,5.40644,0.98086,0.9383,0.84606,0.02082,640407662.51094,mc_base,Monte Carlo Base,total_project_expanded_operation
8987,4.67194,6.40649,1.08828,0.96317,0.8452,0.02075,527546450.64849,mc_base,Monte Carlo Base,total_project_expanded_operation
8988,3.66556,4.99838,0.85344,0.87709,0.82851,0.02597,-7022859911.86781,mc_base,Monte Carlo Base,total_project_expanded_operation
8989,4.11022,3.81926,0.93217,1.09594,0.84162,0.02444,705629207.79482,mc_base,Monte Carlo Base,total_project_expanded_operation
8990,4.33227,5.11633,0.72452,0.97083,0.84436,0.01913,-81656215.55151,mc_base,Monte Carlo Base,total_project_expanded_operation
8991,3.99722,5.33564,1.03471,1.00548,0.84677,0.01768,315006879.66162,mc_base,Monte Carlo Base,total_project_expanded_operation
8992,4.23308,5.71926,1.40257,0.90228,0.83778,0.01788,-5139656444.93134,mc_base,Monte Carlo Base,total_project_expanded_operation
8993,5.14722,6.69894,0.99009,1.02377,0.83579,0.02269,4225794572.28883,mc_base,Monte Carlo Base,total_project_expanded_operation
8994,5.14365,4.35396,0.81938,0.88341,0.84242,0.01522,3374159909.71559,mc_base,Monte Carlo Base,total_project_expanded_operation
8995,4.15762,4.59503,0.87636,0.99724,0.84447,0.02396,-1088331732.6014,mc_base,Monte Carlo Base,total_project_expanded_operation
8996,4.66558,6.00495,0.94504,1.1141,0.84921,0.02217,4366011613.85519,mc_base,Monte Carlo Base,total_project_expanded_operation
8997,4.89115,5.37136,0.97653,1.13046,0.84366,0.02118,5529389721.64228,mc_base,Monte Carlo Base,total_project_expanded_operation
8998,4.22477,4.46793,0.67954,1.12499,0.83014,0.02329,2717070373.32164,mc_base,Monte Carlo Base,total_project_expanded_operation
8999,4.73484,4.6924,0.73314,1.12091,0.84469,0.02127,6152112120.71899,mc_base,Monte Carlo Base,total_project_expanded_operation
9000,4.92644,7.90912,1.57672,1.02333,0.84362,0.02117,2063919995.14533,mc_base,Monte Carlo Base,total_project_expanded_operation
9001,4.39022,2.82882,0.82963,0.93047,0.83406,0.01938,80297479.13933,mc_base,Monte Carlo Base,total_project_expanded_operation
9002,4.79897,6.18272,1.14837,1.08281,0.84491,0.02416,3833102536.84939,mc_base,Monte Carlo Base,total_project_expanded_operation
